Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1664288987.6403494,91067,1664288987,640108013,world,0.31189900636672974,0.8794050812721252,0.911315381526947,-0.08498932421207428,-0.7010566592216492,-0.7072703242301941,-0.03263424336910248
1664288987.6503494,91068,1664288987,650107217,world,0.31222230195999146,0.879461407661438,0.9114009141921997,-0.0873967781662941,-0.7014653086662292,-0.7066673636436462,-0.03048853762447834
1664288987.660346,91069,1664288987,660104953,world,0.3131676912307739,0.8790811896324158,0.911584734916687,-0.09119124710559845,-0.6995534300804138,-0.7081695199012756,-0.02837589755654335
1664288987.6705456,91070,1664288987,670109599,world,0.3139881491661072,0.8787710070610046,0.912117063999176,-0.09310781955718994,-0.6998567581176758,-0.7076658010482788,-0.027215037494897842
1664288987.6803873,91071,1664288987,680112220,world,0.3150271773338318,0.8789781928062439,0.9127315878868103,-0.09920302778482437,-0.7026229500770569,-0.7040994167327881,-0.026903729885816574
1664288987.68043,91072,1664288987,680149683,world,0.3160008490085602,0.8786020874977112,0.9121443033218384,-0.09999605268239975,-0.6987447738647461,-0.7081334590911865,-0.017422577366232872
1664288987.690368,91073,1664288987,690109530,world,0.31778982281684875,0.8786490559577942,0.9141183495521545,-0.1071411669254303,-0.6986193656921387,-0.7071239352226257,-0.020679248496890068
1664288987.7003675,91074,1664288987,700112006,world,0.31952497363090515,0.8771817684173584,0.9138620495796204,-0.10374689102172852,-0.6977061033248901,-0.7086613178253174,-0.015558314509689808
1664288987.7103891,91075,1664288987,710108282,world,0.3214106261730194,0.8768324255943298,0.9149283170700073,-0.10739269852638245,-0.7006537318229675,-0.7052196264266968,-0.014712579548358917
1664288987.720371,91076,1664288987,720110488,world,0.3233344554901123,0.8762633800506592,0.9163164496421814,-0.11119038611650467,-0.706046462059021,-0.6991487145423889,-0.01806139573454857
1664288987.7303889,91077,1664288987,730111306,world,0.32581236958503723,0.8752397894859314,0.9165860414505005,-0.10996044427156448,-0.7124966979026794,-0.6926774978637695,-0.021334294229745865
1664288987.7304075,91078,1664288987,730149665,world,0.3284795880317688,0.8749967813491821,0.9170859456062317,-0.11082243174314499,-0.7175076007843018,-0.687536895275116,-0.013937448151409626
1664288987.740282,91079,1664288987,740050596,world,0.3326377272605896,0.8720548152923584,0.9193162322044373,-0.11320211738348007,-0.7133999466896057,-0.6911122798919678,-0.02469146065413952
1664288987.7503765,91080,1664288987,750099009,world,0.33624714612960815,0.8698315024375916,0.9205442070960999,-0.1150030568242073,-0.7165931463241577,-0.6873503923416138,-0.028601549565792084
1664288987.7603652,91081,1664288987,760097288,world,0.3390374183654785,0.8693230748176575,0.9216974377632141,-0.11363902688026428,-0.7226700186729431,-0.6812247037887573,-0.02769840694963932
1664288987.7704186,91082,1664288987,770103084,world,0.3441411256790161,0.8659268021583557,0.9237818121910095,-0.11524805426597595,-0.7237347364425659,-0.6792930960655212,-0.038559895008802414
1664288987.7804213,91083,1664288987,780097648,world,0.34771910309791565,0.864180862903595,0.9251846671104431,-0.11176824569702148,-0.7227296233177185,-0.6811991930007935,-0.033726081252098083
1664288987.7804446,91084,1664288987,780135955,world,0.3527507781982422,0.8619027137756348,0.9271552562713623,-0.1124056801199913,-0.7311874032020569,-0.6708806157112122,-0.0514705590903759
1664288987.790372,91085,1664288987,790096272,world,0.3575715720653534,0.8591796159744263,0.9287385940551758,-0.11066009849309921,-0.7332542538642883,-0.6684764623641968,-0.05684973672032356
1664288987.800343,91086,1664288987,800098528,world,0.3628682494163513,0.8567214012145996,0.9302615523338318,-0.10861954838037491,-0.7379253506660461,-0.6631072759628296,-0.06290332973003387
1664288987.81039,91087,1664288987,810097830,world,0.3682732582092285,0.8539237380027771,0.9319039583206177,-0.10720861703157425,-0.743026614189148,-0.6565301418304443,-0.07338874042034149
1664288987.820466,91088,1664288987,820094898,world,0.37398433685302734,0.8511056900024414,0.9337338209152222,-0.10527755320072174,-0.7475275993347168,-0.6501461863517761,-0.08619248867034912
1664288987.8204901,91089,1664288987,820133646,world,0.3801518678665161,0.8479397892951965,0.9358645677566528,-0.1015574038028717,-0.7521452307701111,-0.6431549787521362,-0.10156475752592087
1664288987.8303714,91090,1664288987,830104035,world,0.3859117329120636,0.8448201417922974,0.9378589987754822,-0.10174165666103363,-0.7562025785446167,-0.6363521218299866,-0.11341244727373123
1664288987.8403907,91091,1664288987,840099540,world,0.3915502727031708,0.8419065475463867,0.9396070837974548,-0.09991524368524551,-0.760674238204956,-0.6289196610450745,-0.12590338289737701
1664288987.8504179,91092,1664288987,850129284,world,0.3974376320838928,0.8390570282936096,0.941669762134552,-0.09438861161470413,-0.7644932866096497,-0.6223083734512329,-0.13918747007846832
1664288987.8603842,91093,1664288987,860101475,world,0.4036223292350769,0.8358797430992126,0.9434855580329895,-0.08960477262735367,-0.7692515254020691,-0.613524854183197,-0.1543065458536148
1664288987.870416,91094,1664288987,870110095,world,0.41091081500053406,0.8316739797592163,0.9443904757499695,-0.07618899643421173,-0.7778470516204834,-0.5983985662460327,-0.17626279592514038
1664288987.8804421,91095,1664288987,880098034,world,0.4180298447608948,0.8272649049758911,0.9461830854415894,-0.06540995836257935,-0.7867236733436584,-0.5821585655212402,-0.19462476670742035
1664288987.8805025,91096,1664288987,880137589,world,0.4231944680213928,0.8252257704734802,0.9473245739936829,-0.06761958450078964,-0.7874173521995544,-0.5792717337608337,-0.1996145397424698
