Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1664288844.420378,74036,1664288844,420115422,world,0.32745248079299927,0.8571951389312744,0.9115001559257507,-0.08027191460132599,-0.7027844190597534,-0.7056375741958618,-0.041548725217580795
1664288844.4205058,74037,1664288844,420187458,world,0.32733744382858276,0.8568132519721985,0.912128210067749,-0.0783313438296318,-0.6989182829856873,-0.709597647190094,-0.0429951474070549
1664288844.4302762,74038,1664288844,430073813,world,0.3273022174835205,0.8568474650382996,0.9121072292327881,-0.07788988947868347,-0.6990900039672852,-0.7094855308532715,-0.042855918407440186
1664288844.4403665,74039,1664288844,440094922,world,0.3272946774959564,0.8569416999816895,0.9121180176734924,-0.07716217637062073,-0.699146032333374,-0.7094681262969971,-0.04354102909564972
1664288844.450371,74040,1664288844,450097596,world,0.3270832896232605,0.8573693633079529,0.9109399318695068,-0.07484059780836105,-0.6949207782745361,-0.7139009833335876,-0.04277225583791733
1664288844.4603946,74041,1664288844,460102129,world,0.3275584578514099,0.857132077217102,0.9117550253868103,-0.07909969240427017,-0.7016173005104065,-0.7067157626152039,-0.04504712298512459
1664288844.4703922,74042,1664288844,470096603,world,0.3270920217037201,0.8568884134292603,0.9123852252960205,-0.07706993073225021,-0.6984989643096924,-0.7102389931678772,-0.04147448390722275
1664288844.4704466,74043,1664288844,470134632,world,0.3269326686859131,0.8571447134017944,0.9117544293403625,-0.07476843148469925,-0.7015892863273621,-0.7073286771774292,-0.04322347417473793
1664288844.4803653,74044,1664288844,480102521,world,0.3272642195224762,0.8569667935371399,0.9120568037033081,-0.07707836478948593,-0.6997679471969604,-0.7089171409606934,-0.042663685977458954
1664288844.490338,74045,1664288844,490104675,world,0.3272971212863922,0.8569785356521606,0.9120559096336365,-0.07714831829071045,-0.6997761130332947,-0.7088849544525146,-0.04293810948729515
1664288844.5003698,74046,1664288844,500109053,world,0.32697927951812744,0.8577061295509338,0.9113700985908508,-0.07584495097398758,-0.6993687152862549,-0.7091928720474243,-0.0466528981924057
1664288844.5104084,74047,1664288844,510149153,world,0.3273361027240753,0.8573517799377441,0.9116196632385254,-0.07702816277742386,-0.7026835083961487,-0.7058736085891724,-0.04522301256656647
1664288844.5203943,74048,1664288844,520098418,world,0.32746219635009766,0.8571078181266785,0.9116445183753967,-0.07715872675180435,-0.702154278755188,-0.7063885927200317,-0.04517925903201103
1664288844.5204165,74049,1664288844,520147947,world,0.32748597860336304,0.8570346832275391,0.9118517637252808,-0.07792656123638153,-0.7013410925865173,-0.7071694135665894,-0.04426699876785278
1664288844.530383,74050,1664288844,530101433,world,0.32729342579841614,0.8571894764900208,0.9116137623786926,-0.07618647813796997,-0.7025504112243652,-0.7061049342155457,-0.04510539397597313
1664288844.5404985,74051,1664288844,540124634,world,0.3273108899593353,0.8571777939796448,0.9116225242614746,-0.07604634016752243,-0.7025859951972961,-0.7060848474502563,-0.04510227590799332
1664288844.550399,74052,1664288844,550101419,world,0.3273397982120514,0.8567945957183838,0.9111291766166687,-0.07374678552150726,-0.700394868850708,-0.7086094617843628,-0.04337183013558388
