Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1664288912.6303108,82118,1664288912,630098396,world,0.32599928975105286,0.7847688794136047,0.9116733074188232,0.13872937858104706,0.6930530071258545,0.7010849714279175,0.0944015383720398
1664288912.6403596,82119,1664288912,640127240,world,0.32611653208732605,0.7841265201568604,0.9116656184196472,0.13958585262298584,0.6937515735626221,0.7007462978363037,0.0904397964477539
1664288912.6503456,82120,1664288912,650136029,world,0.32636260986328125,0.7835237383842468,0.9120115041732788,0.1411171853542328,0.6949260830879211,0.6995776295661926,0.08806203305721283
1664288912.6603124,82121,1664288912,660108555,world,0.32775112986564636,0.7825984358787537,0.9130023717880249,0.14485789835453033,0.6920768618583679,0.7017381191253662,0.0872323289513588
1664288912.670332,82122,1664288912,670110197,world,0.32781317830085754,0.7823006510734558,0.9129362106323242,0.14668183028697968,0.6929237246513367,0.7015881538391113,0.07819969207048416
1664288912.6704702,82123,1664288912,670178624,world,0.3290281593799591,0.78187096118927,0.9132385849952698,0.15131337940692902,0.6919775605201721,0.7020980715751648,0.07300449162721634
1664288912.6803453,82124,1664288912,680106156,world,0.330319881439209,0.7813017964363098,0.9138557314872742,0.15307696163654327,0.6904691457748413,0.7034848928451538,0.07020615041255951
1664288912.6903532,82125,1664288912,690114954,world,0.3330923318862915,0.7797336578369141,0.9137197136878967,0.15921081602573395,0.6938314437866211,0.6985479593276978,0.07266778498888016
1664288912.7002866,82126,1664288912,700095109,world,0.3352651298046112,0.77891606092453,0.9144625067710876,0.15863986313343048,0.6920299530029297,0.7008784413337708,0.06853776425123215
1664288912.7103226,82127,1664288912,710108460,world,0.33847206830978394,0.7776976823806763,0.9151224493980408,0.15492886304855347,0.6932973265647888,0.700373113155365,0.06937890499830246
1664288912.7203248,82128,1664288912,720108200,world,0.33970460295677185,0.7794461250305176,0.9166465997695923,0.1507408618927002,0.68434739112854,0.7114874720573425,0.05226418375968933
1664288912.72049,82129,1664288912,720148314,world,0.34319257736206055,0.7782293558120728,0.9182769060134888,0.1508626937866211,0.6808918118476868,0.7149103879928589,0.05029965192079544
1664288912.7303162,82130,1664288912,730109416,world,0.3474430441856384,0.7773734927177429,0.919452428817749,0.14693088829517365,0.6806525588035583,0.7160575985908508,0.04883647710084915
1664288912.7403367,82131,1664288912,740107673,world,0.3517391085624695,0.7756718397140503,0.9212677478790283,0.14205755293369293,0.6786065697669983,0.7187381982803345,0.05223216861486435
1664288912.7503061,82132,1664288912,750107854,world,0.35661378502845764,0.7736748456954956,0.9234631657600403,0.1364714354276657,0.6799490451812744,0.7182832956314087,0.05580282211303711
1664288912.7603388,82133,1664288912,760106657,world,0.361987829208374,0.7716342806816101,0.9257219433784485,0.13155023753643036,0.6809831261634827,0.717819333076477,0.060761790722608566
1664288912.7703474,82134,1664288912,770109970,world,0.3672895133495331,0.7693328857421875,0.9277750253677368,0.12274160236120224,0.684802770614624,0.7151644229888916,0.06722778081893921
1664288912.7704895,82135,1664288912,770185654,world,0.37344011664390564,0.7665329575538635,0.9310911297798157,0.11756603419780731,0.6854945421218872,0.7142319083213806,0.07841112464666367
1664288912.7803342,82136,1664288912,780105140,world,0.3798716962337494,0.7640160322189331,0.9341251254081726,0.11161360144615173,0.6865217685699463,0.713114321231842,0.08774030953645706
1664288912.7903473,82137,1664288912,790111254,world,0.38609084486961365,0.7607935667037964,0.9374431371688843,0.10195188224315643,0.6927080154418945,0.7073776721954346,0.09684158116579056
1664288912.8004487,82138,1664288912,800108609,world,0.39310312271118164,0.757326066493988,0.9414713978767395,0.09285132586956024,0.6973026990890503,0.7023197412490845,0.1090628057718277
1664288912.810355,82139,1664288912,810110035,world,0.4000737965106964,0.7536388635635376,0.9453738927841187,0.08308794349431992,0.7058712840080261,0.6931433081626892,0.11997721344232559
1664288912.8203661,82140,1664288912,820112085,world,0.40687501430511475,0.7503175735473633,0.9497154951095581,0.07188774645328522,0.7139131426811218,0.684463381767273,0.12911264598369598
1664288912.82044,82141,1664288912,820178213,world,0.4143792688846588,0.7466731071472168,0.9543388485908508,0.05939298868179321,0.7224737405776978,0.6740034222602844,0.14220978319644928
1664288912.8304465,82142,1664288912,830115274,world,0.4220474660396576,0.7423523664474487,0.9602035284042358,0.045355744659900665,0.731855034828186,0.6614908576011658,0.15735602378845215
1664288912.840374,82143,1664288912,840085767,world,0.42905721068382263,0.7387799024581909,0.9653536677360535,0.03155554085969925,0.7434918284416199,0.6469863653182983,0.1662314236164093
1664288912.8503559,82144,1664288912,850086874,world,0.43694600462913513,0.7341533303260803,0.970794677734375,0.019575297832489014,0.756885290145874,0.6274216175079346,0.18188901245594025
1664288912.8604155,82145,1664288912,860081057,world,0.4434368312358856,0.7313166260719299,0.9769196510314941,0.006320204585790634,0.763519287109375,0.6161205768585205,0.19337500631809235
1664288912.8703833,82146,1664288912,870076597,world,0.4516063630580902,0.7270132303237915,0.9838724136352539,-0.007192183285951614,0.7731525897979736,0.5954018235206604,0.2183578610420227
1664288912.8704216,82147,1664288912,870105673,world,0.4579498767852783,0.7236446142196655,0.9900363087654114,-0.013981769792735577,0.7849177122116089,0.5744203329086304,0.23184026777744293
1664288912.8803878,82148,1664288912,880082745,world,0.4640507996082306,0.7211085557937622,0.9973123073577881,-0.0246957466006279,0.7898544073104858,0.5607979893684387,0.24703387916088104
